"Tree","Stand","Species","Host","Year","age","inc","dbh","dbh.lag"
125,"0G","Pima","Non-Host",2000,34,2.954,16.9883,16.3975
125,"0G","Pima","Non-Host",2001,35,3.3585,17.66,16.9883
125,"0G","Pima","Non-Host",2002,36,1.875,18.035,17.66
125,"0G","Pima","Non-Host",2003,37,3.048,18.6446,18.035
125,"0G","Pima","Non-Host",2004,38,2.967,19.238,18.6446
125,"0G","Pima","Non-Host",2005,39,2.8205,19.8021,19.238
125,"0G","Pima","Non-Host",2006,40,2.2985,20.2618,19.8021
125,"0G","Pima","Non-Host",2007,41,2.6605,20.7939,20.2618
125,"0G","Pima","Non-Host",2008,42,2.3,21.2539,20.7939
125,"0G","Pima","Non-Host",2009,43,1.658,21.5855,21.2539
126,"0G","Pima","Non-Host",1970,1,3.447,0.6894,0
126,"0G","Pima","Non-Host",1971,2,2.667,1.2228,0.6894
126,"0G","Pima","Non-Host",1972,3,1.171,1.457,1.2228
126,"0G","Pima","Non-Host",1973,4,2.37,1.931,1.457
126,"0G","Pima","Non-Host",1974,5,2.702,2.4714,1.931
126,"0G","Pima","Non-Host",1975,6,3.393,3.15,2.4714
126,"0G","Pima","Non-Host",1976,7,3.664,3.8828,3.15
126,"0G","Pima","Non-Host",1977,8,2.7635,4.4355,3.8828
126,"0G","Pima","Non-Host",1978,9,2.748,4.9851,4.4355
126,"0G","Pima","Non-Host",1979,10,2.394,5.4639,4.9851
126,"0G","Pima","Non-Host",1980,11,1.923,5.8485,5.4639
126,"0G","Pima","Non-Host",1981,12,2.4005,6.3286,5.8485
126,"0G","Pima","Non-Host",1982,13,2.622,6.853,6.3286
126,"0G","Pima","Non-Host",1983,14,3.0535,7.4637,6.853
126,"0G","Pima","Non-Host",1984,15,2.6835,8.0004,7.4637
126,"0G","Pima","Non-Host",1985,16,2.6785,8.5361,8.0004
126,"0G","Pima","Non-Host",1986,17,2.353,9.0067,8.5361
126,"0G","Pima","Non-Host",1987,18,1.5755,9.3218,9.0067
126,"0G","Pima","Non-Host",1988,19,1.5955,9.6409,9.3218
126,"0G","Pima","Non-Host",1989,20,1.812,10.0033,9.6409
126,"0G","Pima","Non-Host",1990,21,2.3275,10.4688,10.0033
126,"0G","Pima","Non-Host",1991,22,2.0665,10.8821,10.4688
126,"0G","Pima","Non-Host",1992,23,1.956,11.2733,10.8821
126,"0G","Pima","Non-Host",1993,24,2.4885,11.771,11.2733
126,"0G","Pima","Non-Host",1994,25,3.1245,12.3959,11.771
126,"0G","Pima","Non-Host",1995,26,2.35,12.8659,12.3959
126,"0G","Pima","Non-Host",1996,27,4.199,13.7057,12.8659
126,"0G","Pima","Non-Host",1997,28,3.8485,14.4754,13.7057
126,"0G","Pima","Non-Host",1998,29,2.8715,15.0497,14.4754
126,"0G","Pima","Non-Host",1999,30,1.7805,15.4058,15.0497
126,"0G","Pima","Non-Host",2000,31,3.337,16.0732,15.4058
126,"0G","Pima","Non-Host",2001,32,3.112,16.6956,16.0732
126,"0G","Pima","Non-Host",2002,33,0.9135,16.8783,16.6956
126,"0G","Pima","Non-Host",2003,34,1.9425,17.2668,16.8783
126,"0G","Pima","Non-Host",2004,35,3.248,17.9164,17.2668
126,"0G","Pima","Non-Host",2005,36,3.7725,18.6709,17.9164
126,"0G","Pima","Non-Host",2006,37,2.8275,19.2364,18.6709
126,"0G","Pima","Non-Host",2007,38,1.9245,19.6213,19.2364
126,"0G","Pima","Non-Host",2008,39,2.305,20.0823,19.6213
126,"0G","Pima","Non-Host",2009,40,1.8445,20.4512,20.0823
127,"0G","Pima","Non-Host",1968,7,3.691,3.097,2.3588
127,"0G","Pima","Non-Host",1969,8,2.094,3.5158,3.097
127,"0G","Pima","Non-Host",1970,9,2.251,3.966,3.5158
127,"0G","Pima","Non-Host",1971,10,3.4455,4.6551,3.966
127,"0G","Pima","Non-Host",1972,11,3.1415,5.2834,4.6551
127,"0G","Pima","Non-Host",1973,12,3.1965,5.9227,5.2834
127,"0G","Pima","Non-Host",1974,13,2.8545,6.4936,5.9227
127,"0G","Pima","Non-Host",1975,14,3.39,7.1716,6.4936
127,"0G","Pima","Non-Host",1976,15,3.454,7.8624,7.1716
127,"0G","Pima","Non-Host",1977,16,2.862,8.4348,7.8624
127,"0G","Pima","Non-Host",1978,17,3.1335,9.0615,8.4348
127,"0G","Pima","Non-Host",1979,18,2.852,9.6319,9.0615
127,"0G","Pima","Non-Host",1980,19,2.619,10.1557,9.6319
127,"0G","Pima","Non-Host",1981,20,2.7465,10.705,10.1557
127,"0G","Pima","Non-Host",1982,21,2.7475,11.2545,10.705
127,"0G","Pima","Non-Host",1983,22,2.6175,11.778,11.2545
127,"0G","Pima","Non-Host",1984,23,2.7875,12.3355,11.778
127,"0G","Pima","Non-Host",1985,24,2.388,12.8131,12.3355
127,"0G","Pima","Non-Host",1986,25,2.244,13.2619,12.8131
127,"0G","Pima","Non-Host",1987,26,2.464,13.7547,13.2619
127,"0G","Pima","Non-Host",1988,27,2.315,14.2177,13.7547
127,"0G","Pima","Non-Host",1989,28,2.236,14.6649,14.2177
127,"0G","Pima","Non-Host",1990,29,2.4065,15.1462,14.6649
127,"0G","Pima","Non-Host",1991,30,2.0465,15.5555,15.1462
127,"0G","Pima","Non-Host",1992,31,1.565,15.8685,15.5555
127,"0G","Pima","Non-Host",1993,32,2.012,16.2709,15.8685
127,"0G","Pima","Non-Host",1994,33,2.1105,16.693,16.2709
127,"0G","Pima","Non-Host",1995,34,1.8315,17.0593,16.693
127,"0G","Pima","Non-Host",1996,35,2.2455,17.5084,17.0593
127,"0G","Pima","Non-Host",1997,36,2.779,18.0642,17.5084
127,"0G","Pima","Non-Host",1998,37,2.101,18.4844,18.0642
127,"0G","Pima","Non-Host",1999,38,1.258,18.736,18.4844
127,"0G","Pima","Non-Host",2000,39,1.8345,19.1029,18.736
127,"0G","Pima","Non-Host",2001,40,2.0945,19.5218,19.1029
127,"0G","Pima","Non-Host",2002,41,1.403,19.8024,19.5218
127,"0G","Pima","Non-Host",2003,42,1.6655,20.1355,19.8024
127,"0G","Pima","Non-Host",2004,43,1.8605,20.5076,20.1355
127,"0G","Pima","Non-Host",2005,44,1.9885,20.9053,20.5076
127,"0G","Pima","Non-Host",2006,45,1.595,21.2243,20.9053
127,"0G","Pima","Non-Host",2007,46,1.1245,21.4492,21.2243
127,"0G","Pima","Non-Host",2008,47,1.718,21.7928,21.4492
127,"0G","Pima","Non-Host",2009,48,0.88,21.9688,21.7928
128,"0G","Pima","Non-Host",1972,1,1.423,0.2846,0
128,"0G","Pima","Non-Host",1973,2,2.462,0.777,0.2846
128,"0G","Pima","Non-Host",1974,3,2.297,1.2364,0.777
128,"0G","Pima","Non-Host",1975,4,3.0085,1.8381,1.2364
128,"0G","Pima","Non-Host",1976,5,2.996,2.4373,1.8381
128,"0G","Pima","Non-Host",1977,6,2.2835,2.894,2.4373
128,"0G","Pima","Non-Host",1978,7,2.707,3.4354,2.894
128,"0G","Pima","Non-Host",1979,8,2.6225,3.9599,3.4354
128,"0G","Pima","Non-Host",1980,9,2.2525,4.4104,3.9599
128,"0G","Pima","Non-Host",1981,10,3.109,5.0322,4.4104
128,"0G","Pima","Non-Host",1982,11,2.341,5.5004,5.0322
128,"0G","Pima","Non-Host",1983,12,3.435,6.1874,5.5004
128,"0G","Pima","Non-Host",1984,13,3.538,6.895,6.1874
128,"0G","Pima","Non-Host",1985,14,2.715,7.438,6.895
128,"0G","Pima","Non-Host",1986,15,2.87,8.012,7.438
128,"0G","Pima","Non-Host",1987,16,1.8795,8.3879,8.012
128,"0G","Pima","Non-Host",1988,17,2.1595,8.8198,8.3879
128,"0G","Pima","Non-Host",1989,18,2.1465,9.2491,8.8198
128,"0G","Pima","Non-Host",1990,19,2.644,9.7779,9.2491
128,"0G","Pima","Non-Host",1991,20,2.4625,10.2704,9.7779
128,"0G","Pima","Non-Host",1992,21,2.845,10.8394,10.2704
128,"0G","Pima","Non-Host",1993,22,2.8495,11.4093,10.8394
128,"0G","Pima","Non-Host",1994,23,3.3875,12.0868,11.4093
128,"0G","Pima","Non-Host",1995,24,2.2645,12.5397,12.0868
128,"0G","Pima","Non-Host",1996,25,3.5235,13.2444,12.5397
128,"0G","Pima","Non-Host",1997,26,3.4245,13.9293,13.2444
128,"0G","Pima","Non-Host",1998,27,3.456,14.6205,13.9293
128,"0G","Pima","Non-Host",1999,28,2.3605,15.0926,14.6205
128,"0G","Pima","Non-Host",2000,29,3.415,15.7756,15.0926
128,"0G","Pima","Non-Host",2001,30,3.1545,16.4065,15.7756
128,"0G","Pima","Non-Host",2002,31,1.0985,16.6262,16.4065
128,"0G","Pima","Non-Host",2003,32,2.544,17.135,16.6262
128,"0G","Pima","Non-Host",2004,33,2.0215,17.5393,17.135
128,"0G","Pima","Non-Host",2005,34,2.6805,18.0754,17.5393
128,"0G","Pima","Non-Host",2006,35,2.175,18.5104,18.0754
128,"0G","Pima","Non-Host",2007,36,2.7215,19.0547,18.5104
128,"0G","Pima","Non-Host",2008,37,2.337,19.5221,19.0547
128,"0G","Pima","Non-Host",2009,38,1.491,19.8203,19.5221
129,"0G","Pima","Non-Host",1968,4,1.819,1.5524,1.1886
129,"0G","Pima","Non-Host",1969,5,2.061,1.9646,1.5524
129,"0G","Pima","Non-Host",1970,6,2.754,2.5154,1.9646
129,"0G","Pima","Non-Host",1971,7,2.226,2.9606,2.5154
129,"0G","Pima","Non-Host",1972,8,1.7365,3.3079,2.9606
129,"0G","Pima","Non-Host",1973,9,2.1995,3.7478,3.3079
129,"0G","Pima","Non-Host",1974,10,2.7615,4.3001,3.7478
129,"0G","Pima","Non-Host",1975,11,2.7675,4.8536,4.3001
129,"0G","Pima","Non-Host",1976,12,2.8955,5.4327,4.8536
129,"0G","Pima","Non-Host",1977,13,2.227,5.8781,5.4327
129,"0G","Pima","Non-Host",1978,14,1.998,6.2777,5.8781
129,"0G","Pima","Non-Host",1979,15,2.096,6.6969,6.2777
129,"0G","Pima","Non-Host",1980,16,1.6715,7.0312,6.6969
129,"0G","Pima","Non-Host",1981,17,1.7895,7.3891,7.0312
129,"0G","Pima","Non-Host",1982,18,2.6255,7.9142,7.3891
129,"0G","Pima","Non-Host",1983,19,2.214,8.357,7.9142
129,"0G","Pima","Non-Host",1984,20,1.658,8.6886,8.357
129,"0G","Pima","Non-Host",1985,21,1.737,9.036,8.6886
129,"0G","Pima","Non-Host",1986,22,2.2095,9.4779,9.036
129,"0G","Pima","Non-Host",1987,23,1.76,9.8299,9.4779
129,"0G","Pima","Non-Host",1988,24,0.8625,10.0024,9.8299
129,"0G","Pima","Non-Host",1989,25,0.7075,10.1439,10.0024
129,"0G","Pima","Non-Host",1990,26,0.982,10.3403,10.1439
129,"0G","Pima","Non-Host",1991,27,1.183,10.5769,10.3403
129,"0G","Pima","Non-Host",1992,28,1.0545,10.7878,10.5769
129,"0G","Pima","Non-Host",1993,29,1.2215,11.0321,10.7878
129,"0G","Pima","Non-Host",1994,30,1.5105,11.3342,11.0321
129,"0G","Pima","Non-Host",1995,31,0.8235,11.4989,11.3342
129,"0G","Pima","Non-Host",1996,32,1.862,11.8713,11.4989
129,"0G","Pima","Non-Host",1997,33,1.8425,12.2398,11.8713
129,"0G","Pima","Non-Host",1998,34,2.192,12.6782,12.2398
129,"0G","Pima","Non-Host",1999,35,1.4465,12.9675,12.6782
129,"0G","Pima","Non-Host",2000,36,1.9315,13.3538,12.9675
129,"0G","Pima","Non-Host",2001,37,1.721,13.698,13.3538
129,"0G","Pima","Non-Host",2002,38,0.928,13.8836,13.698
129,"0G","Pima","Non-Host",2003,39,1.394,14.1624,13.8836
129,"0G","Pima","Non-Host",2004,40,1.7595,14.5143,14.1624
129,"0G","Pima","Non-Host",2005,41,1.701,14.8545,14.5143
129,"0G","Pima","Non-Host",2006,42,1.5415,15.1628,14.8545
129,"0G","Pima","Non-Host",2007,43,1.4875,15.4603,15.1628
129,"0G","Pima","Non-Host",2008,44,1.446,15.7495,15.4603
129,"0G","Pima","Non-Host",2009,45,1.015,15.9525,15.7495
130,"0G","Pima","Non-Host",1968,7,2.8295,3.6243,3.0584
130,"0G","Pima","Non-Host",1969,8,2.8015,4.1846,3.6243
130,"0G","Pima","Non-Host",1970,9,2.873,4.7592,4.1846
130,"0G","Pima","Non-Host",1971,10,3.707,5.5006,4.7592
130,"0G","Pima","Non-Host",1972,11,1.844,5.8694,5.5006
130,"0G","Pima","Non-Host",1973,12,2.05,6.2794,5.8694
130,"0G","Pima","Non-Host",1974,13,3.0035,6.8801,6.2794
130,"0G","Pima","Non-Host",1975,14,3.192,7.5185,6.8801
130,"0G","Pima","Non-Host",1976,15,3.032,8.1249,7.5185
130,"0G","Pima","Non-Host",1977,16,2.372,8.5993,8.1249
130,"0G","Pima","Non-Host",1978,17,2.5745,9.1142,8.5993
130,"0G","Pima","Non-Host",1979,18,2.5835,9.6309,9.1142
130,"0G","Pima","Non-Host",1980,19,1.4445,9.9198,9.6309
130,"0G","Pima","Non-Host",1981,20,2.1685,10.3535,9.9198
130,"0G","Pima","Non-Host",1982,21,2.0175,10.757,10.3535
130,"0G","Pima","Non-Host",1983,22,2.42,11.241,10.757
130,"0G","Pima","Non-Host",1984,23,2.4705,11.7351,11.241
130,"0G","Pima","Non-Host",1985,24,2.433,12.2217,11.7351
130,"0G","Pima","Non-Host",1986,25,2.457,12.7131,12.2217
130,"0G","Pima","Non-Host",1987,26,1.645,13.0421,12.7131
130,"0G","Pima","Non-Host",1988,27,1.2395,13.29,13.0421
130,"0G","Pima","Non-Host",1989,28,1.548,13.5996,13.29
130,"0G","Pima","Non-Host",1990,29,1.3605,13.8717,13.5996
130,"0G","Pima","Non-Host",1991,30,1.4735,14.1664,13.8717
130,"0G","Pima","Non-Host",1992,31,1.7265,14.5117,14.1664
130,"0G","Pima","Non-Host",1993,32,1.2995,14.7716,14.5117
130,"0G","Pima","Non-Host",1994,33,1.3245,15.0365,14.7716
130,"0G","Pima","Non-Host",1995,34,1.0265,15.2418,15.0365
130,"0G","Pima","Non-Host",1996,35,1.1305,15.4679,15.2418
130,"0G","Pima","Non-Host",1997,36,1.103,15.6885,15.4679
130,"0G","Pima","Non-Host",1998,37,1.2215,15.9328,15.6885
130,"0G","Pima","Non-Host",1999,38,0.8475,16.1023,15.9328
130,"0G","Pima","Non-Host",2000,39,0.8375,16.2698,16.1023
130,"0G","Pima","Non-Host",2001,40,0.5655,16.3829,16.2698
130,"0G","Pima","Non-Host",2002,41,0.2495,16.4328,16.3829
130,"0G","Pima","Non-Host",2003,42,0.5035,16.5335,16.4328
130,"0G","Pima","Non-Host",2004,43,0.5065,16.6348,16.5335
130,"0G","Pima","Non-Host",2005,44,0.56,16.7468,16.6348
130,"0G","Pima","Non-Host",2006,45,0.3955,16.8259,16.7468
130,"0G","Pima","Non-Host",2007,46,0.4845,16.9228,16.8259
130,"0G","Pima","Non-Host",2008,47,0.442,17.0112,16.9228
130,"0G","Pima","Non-Host",2009,48,0.264,17.064,17.0112
131,"0H","Pima","Non-Host",1987,1,0.4605,0.0921,0
131,"0H","Pima","Non-Host",1988,2,0.199,0.1319,0.0921
131,"0H","Pima","Non-Host",1989,3,0.46,0.2239,0.1319
131,"0H","Pima","Non-Host",1990,4,0.351,0.2941,0.2239
131,"0H","Pima","Non-Host",1991,5,0.405,0.3751,0.2941
131,"0H","Pima","Non-Host",1992,6,0.7635,0.5278,0.3751
131,"0H","Pima","Non-Host",1993,7,0.8305,0.6939,0.5278
131,"0H","Pima","Non-Host",1994,8,1.237,0.9413,0.6939
131,"0H","Pima","Non-Host",1995,9,1.246,1.1905,0.9413
131,"0H","Pima","Non-Host",1996,10,1.2295,1.4364,1.1905
131,"0H","Pima","Non-Host",1997,11,1.101,1.6566,1.4364
131,"0H","Pima","Non-Host",1998,12,1.5025,1.9571,1.6566
131,"0H","Pima","Non-Host",1999,13,0.8115,2.1194,1.9571
131,"0H","Pima","Non-Host",2000,14,0.922,2.3038,2.1194
131,"0H","Pima","Non-Host",2001,15,1.212,2.5462,2.3038
131,"0H","Pima","Non-Host",2002,16,1.1805,2.7823,2.5462
131,"0H","Pima","Non-Host",2003,17,1.6945,3.1212,2.7823
131,"0H","Pima","Non-Host",2004,18,1.451,3.4114,3.1212
131,"0H","Pima","Non-Host",2005,19,2.2555,3.8625,3.4114
131,"0H","Pima","Non-Host",2006,20,2.276,4.3177,3.8625
132,"0H","Pima","Non-Host",1968,3,0.3535,0.252,0.1813
132,"0H","Pima","Non-Host",1969,4,0.406,0.3332,0.252
132,"0H","Pima","Non-Host",1970,5,0.5025,0.4337,0.3332
132,"0H","Pima","Non-Host",1971,6,0.2645,0.4866,0.4337
132,"0H","Pima","Non-Host",1972,7,0.3365,0.5539,0.4866
132,"0H","Pima","Non-Host",1973,8,0.086,0.5711,0.5539
132,"0H","Pima","Non-Host",1974,9,0.1255,0.5962,0.5711
132,"0H","Pima","Non-Host",1975,10,0.259,0.648,0.5962
132,"0H","Pima","Non-Host",1976,11,0.3995,0.7279,0.648
132,"0H","Pima","Non-Host",1977,12,0.459,0.8197,0.7279
132,"0H","Pima","Non-Host",1978,13,0.366,0.8929,0.8197
132,"0H","Pima","Non-Host",1979,14,0.6605,1.025,0.8929
132,"0H","Pima","Non-Host",1980,15,0.443,1.1136,1.025
132,"0H","Pima","Non-Host",1981,16,0.225,1.1586,1.1136
132,"0H","Pima","Non-Host",1982,17,0.0965,1.1779,1.1586
132,"0H","Pima","Non-Host",1983,18,0.1375,1.2054,1.1779
132,"0H","Pima","Non-Host",1984,19,0.1915,1.2437,1.2054
132,"0H","Pima","Non-Host",1985,20,0.283,1.3003,1.2437
132,"0H","Pima","Non-Host",1986,21,0.227,1.3457,1.3003
132,"0H","Pima","Non-Host",1987,22,0.396,1.4249,1.3457
132,"0H","Pima","Non-Host",1988,23,0.4985,1.5246,1.4249
132,"0H","Pima","Non-Host",1989,24,0.6955,1.6637,1.5246
132,"0H","Pima","Non-Host",1990,25,0.8145,1.8266,1.6637
132,"0H","Pima","Non-Host",1991,26,0.9345,2.0135,1.8266
132,"0H","Pima","Non-Host",1992,27,0.995,2.2125,2.0135
132,"0H","Pima","Non-Host",1993,28,0.5475,2.322,2.2125
132,"0H","Pima","Non-Host",1994,29,0.499,2.4218,2.322
132,"0H","Pima","Non-Host",1995,30,0.914,2.6046,2.4218
132,"0H","Pima","Non-Host",1996,31,0.871,2.7788,2.6046
132,"0H","Pima","Non-Host",1997,32,0.8555,2.9499,2.7788
132,"0H","Pima","Non-Host",1998,33,1.1575,3.1814,2.9499
132,"0H","Pima","Non-Host",1999,34,1.0625,3.3939,3.1814
132,"0H","Pima","Non-Host",2000,35,1.2765,3.6492,3.3939
132,"0H","Pima","Non-Host",2001,36,0.709,3.791,3.6492
132,"0H","Pima","Non-Host",2002,37,0.7465,3.9403,3.791
132,"0H","Pima","Non-Host",2003,38,1.451,4.2305,3.9403
132,"0H","Pima","Non-Host",2004,39,1.1825,4.467,4.2305
132,"0H","Pima","Non-Host",2005,40,1.2655,4.7201,4.467
132,"0H","Pima","Non-Host",2006,41,1.882,5.0965,4.7201
133,"0H","Pima","Non-Host",1968,8,1.063,1.3179,1.1053
133,"0H","Pima","Non-Host",1969,9,0.988,1.5155,1.3179
133,"0H","Pima","Non-Host",1970,10,1.1305,1.7416,1.5155
133,"0H","Pima","Non-Host",1971,11,0.7275,1.8871,1.7416
133,"0H","Pima","Non-Host",1972,12,1.2075,2.1286,1.8871
133,"0H","Pima","Non-Host",1973,13,1.1945,2.3675,2.1286
133,"0H","Pima","Non-Host",1974,14,1.46,2.6595,2.3675
133,"0H","Pima","Non-Host",1975,15,2.145,3.0885,2.6595
133,"0H","Pima","Non-Host",1976,16,2.373,3.5631,3.0885
133,"0H","Pima","Non-Host",1977,17,2.7315,4.1094,3.5631
133,"0H","Pima","Non-Host",1978,18,2.356,4.5806,4.1094
133,"0H","Pima","Non-Host",1979,19,2.1505,5.0107,4.5806
133,"0H","Pima","Non-Host",1980,20,2.7415,5.559,5.0107
133,"0H","Pima","Non-Host",1981,21,2.7015,6.0993,5.559
133,"0H","Pima","Non-Host",1982,22,2.424,6.5841,6.0993
133,"0H","Pima","Non-Host",1983,23,2.15,7.0141,6.5841
133,"0H","Pima","Non-Host",1984,24,2.4765,7.5094,7.0141
133,"0H","Pima","Non-Host",1985,25,2.8915,8.0877,7.5094
133,"0H","Pima","Non-Host",1986,26,2.662,8.6201,8.0877
133,"0H","Pima","Non-Host",1987,27,3.11,9.2421,8.6201
133,"0H","Pima","Non-Host",1988,28,1.915,9.6251,9.2421
133,"0H","Pima","Non-Host",1989,29,2.6015,10.1454,9.6251
133,"0H","Pima","Non-Host",1990,30,2.485,10.6424,10.1454
133,"0H","Pima","Non-Host",1991,31,2.857,11.2138,10.6424
133,"0H","Pima","Non-Host",1992,32,0.815,11.3768,11.2138
133,"0H","Pima","Non-Host",1993,33,2.2635,11.8295,11.3768
133,"0H","Pima","Non-Host",1994,34,2.92,12.4135,11.8295
133,"0H","Pima","Non-Host",1995,35,2.761,12.9657,12.4135
133,"0H","Pima","Non-Host",1996,36,2.0935,13.3844,12.9657
133,"0H","Pima","Non-Host",1997,37,2.23,13.8304,13.3844
133,"0H","Pima","Non-Host",1998,38,2.665,14.3634,13.8304
133,"0H","Pima","Non-Host",1999,39,2.522,14.8678,14.3634
133,"0H","Pima","Non-Host",2000,40,2.572,15.3822,14.8678
133,"0H","Pima","Non-Host",2001,41,1.804,15.743,15.3822
133,"0H","Pima","Non-Host",2002,42,1.2955,16.0021,15.743
133,"0H","Pima","Non-Host",2003,43,1.9755,16.3972,16.0021
133,"0H","Pima","Non-Host",2004,44,2.17,16.8312,16.3972
133,"0H","Pima","Non-Host",2005,45,2.357,17.3026,16.8312
133,"0H","Pima","Non-Host",2006,46,2.096,17.7218,17.3026
134,"0H","Pima","Non-Host",1968,6,0.781,0.7417,0.5855
134,"0H","Pima","Non-Host",1969,7,0.6735,0.8764,0.7417
134,"0H","Pima","Non-Host",1970,8,0.5695,0.9903,0.8764
134,"0H","Pima","Non-Host",1971,9,0.224,1.0351,0.9903
134,"0H","Pima","Non-Host",1972,10,0.113,1.0577,1.0351
134,"0H","Pima","Non-Host",1973,11,0.1805,1.0938,1.0577
134,"0H","Pima","Non-Host",1974,12,0.2855,1.1509,1.0938
134,"0H","Pima","Non-Host",1975,13,0.56,1.2629,1.1509
134,"0H","Pima","Non-Host",1976,14,0.6135,1.3856,1.2629
134,"0H","Pima","Non-Host",1977,15,0.55,1.4956,1.3856
134,"0H","Pima","Non-Host",1978,16,0.7715,1.6499,1.4956
134,"0H","Pima","Non-Host",1979,17,0.4015,1.7302,1.6499
134,"0H","Pima","Non-Host",1980,18,0.579,1.846,1.7302
134,"0H","Pima","Non-Host",1981,19,0.895,2.025,1.846
134,"0H","Pima","Non-Host",1982,20,0.809,2.1868,2.025
134,"0H","Pima","Non-Host",1983,21,0.8085,2.3485,2.1868
134,"0H","Pima","Non-Host",1984,22,1.027,2.5539,2.3485
134,"0H","Pima","Non-Host",1985,23,1.0575,2.7654,2.5539
134,"0H","Pima","Non-Host",1986,24,1.2225,3.0099,2.7654
134,"0H","Pima","Non-Host",1987,25,1.5335,3.3166,3.0099
134,"0H","Pima","Non-Host",1988,26,1.0435,3.5253,3.3166
134,"0H","Pima","Non-Host",1989,27,1.328,3.7909,3.5253
134,"0H","Pima","Non-Host",1990,28,1.202,4.0313,3.7909
134,"0H","Pima","Non-Host",1991,29,1.362,4.3037,4.0313
134,"0H","Pima","Non-Host",1992,30,0.771,4.4579,4.3037
134,"0H","Pima","Non-Host",1993,31,0.676,4.5931,4.4579
134,"0H","Pima","Non-Host",1994,32,1.1195,4.817,4.5931
134,"0H","Pima","Non-Host",1995,33,0.929,5.0028,4.817
134,"0H","Pima","Non-Host",1996,34,0.9285,5.1885,5.0028
134,"0H","Pima","Non-Host",1997,35,0.876,5.3637,5.1885
134,"0H","Pima","Non-Host",1998,36,1.16,5.5957,5.3637
134,"0H","Pima","Non-Host",1999,37,0.9455,5.7848,5.5957
134,"0H","Pima","Non-Host",2000,38,1.0915,6.0031,5.7848
134,"0H","Pima","Non-Host",2001,39,0.5095,6.105,6.0031
134,"0H","Pima","Non-Host",2002,40,0.419,6.1888,6.105
134,"0H","Pima","Non-Host",2003,41,0.9385,6.3765,6.1888
134,"0H","Pima","Non-Host",2004,42,0.9615,6.5688,6.3765
134,"0H","Pima","Non-Host",2005,43,0.92,6.7528,6.5688
134,"0H","Pima","Non-Host",2006,44,0.867,6.9262,6.7528
135,"0H","Pima","Non-Host",1968,8,0.3265,0.5397,0.4744
135,"0H","Pima","Non-Host",1969,9,0.3175,0.6032,0.5397
135,"0H","Pima","Non-Host",1970,10,0.3325,0.6697,0.6032
135,"0H","Pima","Non-Host",1971,11,0.4105,0.7518,0.6697
135,"0H","Pima","Non-Host",1972,12,0.423,0.8364,0.7518
135,"0H","Pima","Non-Host",1973,13,0.285,0.8934,0.8364
135,"0H","Pima","Non-Host",1974,14,0.0925,0.9119,0.8934
135,"0H","Pima","Non-Host",1975,15,0.1225,0.9364,0.9119
135,"0H","Pima","Non-Host",1976,16,0.2395,0.9843,0.9364
135,"0H","Pima","Non-Host",1977,17,0.4535,1.075,0.9843
135,"0H","Pima","Non-Host",1978,18,0.424,1.1598,1.075
135,"0H","Pima","Non-Host",1979,19,0.465,1.2528,1.1598
135,"0H","Pima","Non-Host",1980,20,0.5115,1.3551,1.2528
135,"0H","Pima","Non-Host",1981,21,0.715,1.4981,1.3551
135,"0H","Pima","Non-Host",1982,22,0.592,1.6165,1.4981
135,"0H","Pima","Non-Host",1983,23,0.5075,1.718,1.6165
135,"0H","Pima","Non-Host",1984,24,0.867,1.8914,1.718
135,"0H","Pima","Non-Host",1985,25,0.8565,2.0627,1.8914
135,"0H","Pima","Non-Host",1986,26,1.005,2.2637,2.0627
135,"0H","Pima","Non-Host",1987,27,1.415,2.5467,2.2637
135,"0H","Pima","Non-Host",1988,28,0.7595,2.6986,2.5467
135,"0H","Pima","Non-Host",1989,29,1.324,2.9634,2.6986
135,"0H","Pima","Non-Host",1990,30,1.249,3.2132,2.9634
135,"0H","Pima","Non-Host",1991,31,1.411,3.4954,3.2132
135,"0H","Pima","Non-Host",1992,32,0.561,3.6076,3.4954
135,"0H","Pima","Non-Host",1993,33,1.349,3.8774,3.6076
135,"0H","Pima","Non-Host",1994,34,0.965,4.0704,3.8774
135,"0H","Pima","Non-Host",1995,35,1.3745,4.3453,4.0704
135,"0H","Pima","Non-Host",1996,36,1.826,4.7105,4.3453
135,"0H","Pima","Non-Host",1997,37,1.676,5.0457,4.7105
135,"0H","Pima","Non-Host",1998,38,1.715,5.3887,5.0457
135,"0H","Pima","Non-Host",1999,39,1.5505,5.6988,5.3887
135,"0H","Pima","Non-Host",2000,40,1.4135,5.9815,5.6988
135,"0H","Pima","Non-Host",2001,41,1.0095,6.1834,5.9815
135,"0H","Pima","Non-Host",2002,42,1.1905,6.4215,6.1834
135,"0H","Pima","Non-Host",2003,43,1.651,6.7517,6.4215
135,"0H","Pima","Non-Host",2004,44,1.534,7.0585,6.7517
135,"0H","Pima","Non-Host",2005,45,1.633,7.3851,7.0585
135,"0H","Pima","Non-Host",2006,46,2.674,7.9199,7.3851
136,"0H","Pima","Non-Host",1972,1,1.5555,0.3111,0
136,"0H","Pima","Non-Host",1973,2,1.8835,0.6878,0.3111
136,"0H","Pima","Non-Host",1974,3,1.7895,1.0457,0.6878
136,"0H","Pima","Non-Host",1975,4,2.2215,1.49,1.0457
136,"0H","Pima","Non-Host",1976,5,2.5715,2.0043,1.49
136,"0H","Pima","Non-Host",1977,6,2.5735,2.519,2.0043
